text,sentiment
Pure Junk,neg
For those who wear glasses or have small ears,pos
Didn't work,neg
This is my Bluetooth headset of choice...,pos
Broke the next day,neg
"Great headset, 250V good, 250 not good",pos
Stopped working,neg
"Best noise cancelling ever, Wonderful!",pos
These connectors are terrible,neg
Easy to hear your caller great noise suppression,pos
DO NOT Buy This Cable!,neg
"Brilliant Engineering, slightly unclear documentation",pos
Beware who you buy from - Avoid this at all cost,neg
Best Headset I've ever owned,pos
worked at first but over time they don't,neg
Finally a headset that works!!!,pos
Cheap,neg
I was really surprised...,pos
work less than a month,neg
Motorola HS850 Bluetooth Headset,pos
connections poor,neg
Great BT Accessory,pos
Complete Garbage!,neg
It just works great,pos
"Junk, junk, junk",neg
Everything works,pos
Defective Product,neg
Incredible Headset!,pos
Would not recommend.,neg
Works great with Samsung t609,pos
WAY overpriced. Math simply doesn't work out for feature:price ratio. Buy only if you have $ to burn.,neg
Love the flip mic,pos
I sent it back,neg
FIX for the CHEEK Problem!!,pos
Bluetooth,neg
"Better than a Bluetooth headset, here's why:",pos
Well...,neg
Slim close fitting case perfect for Razr,pos
DONT BE DUMB LIKE ME,neg
Perfect for the Motorola Razr,pos
"Defective, low quality junk",neg
Buy this case...,pos
Cheap ripoff - You get what you pay for,neg
Quad band & great for seniors,pos
"Okay, produc",neg
Great product,pos
"Great sound, a bit uncomfortable but will break in half",neg
Everything I had hoped it would be...so far anyway...,pos
No Customer Service,neg
Two Weeks...Already Can't Live Without It,pos
Bad product,neg
my best phone in years...did I get lucky with my 650?,pos
No customer support,neg
AWESOME!!!,pos
DONT WASTE YOUR MONEY,neg
X-mas present?,pos
My mom missed her RAZR,neg
Love amazong,pos
will not hold a charge long enough to use it,neg
AT&T 3G SIM Card,pos
Disappointing Fit,neg
Good enough that we bought three...,pos
My first one-star review.  Ever.,neg
You don't need to wait for a good headset anymore. There is one already and it is Plantronics Voyager 510,pos
cheap quality,neg
Excellent!!!,pos
Doesn't work,neg
finally a 5 star headset,pos
Avoid this one...,neg
Best headset I've owned,pos
Loved it until it broke in less than a month,neg
EXCELLENT!,pos
Won't hold a charge,neg
Everything Everyone else says it is!,pos
"great seller, bad product.",neg
It actually works! Now that is something to be said for Bluetooth!,pos
"Bad transmission, bad fitting, bad sound",neg
Love it.,pos
Horrible,neg
Great product,pos
not very dependable,neg
Great product,pos
Not reccommended,neg
Best that I've tried,pos
Not rapid at all,neg
Good all around headset and most compatible,pos
ehhhhh,neg
Great product for a great price,pos
New product. No sir.,neg
Voyager 510,pos
"Did not work, suspect counterfeit.",neg
Excellent Bluetooth Headset,pos
Loose connection,neg
Great sound quality and comfortable fit.,pos
Junk,neg
"Love it, love it, LOVE IT!",pos
Does NOT work with Novatel MiFi,neg
Great after over 3 years of (ab)use,pos
Stopped working within weeks,neg
Bought 2,pos
Very poor quality,neg
Outstanding headset....,pos
Waste of time and money,neg
one of the best,pos
A disappointment,neg
Great!,pos
Bad description.,neg
I love it,pos
Worst than most bluetooth headsets on the market,neg
Works very well and quite comfortable.,pos
Earpiece Wont Last Long.,neg
Probably the best headset out there.,pos
Worked for a few weeks.  Not anymore.,neg
Highest Recommendation,pos
Support sucks,neg
Very comfortable,pos
Piece of junk,neg
great ear piec,pos
Too bad,neg
Best Bluetooth headset I have ever used!,pos
Good for just a month,neg
Plantronics voyager 510-Get it!,pos
Two fatal flaws. I hate it.,neg
Another happy user.,pos
Poor manufacturing quality,neg
Best Bluetooth Headset Yet ... Excellent for Treo 650 and Skype,pos
Very slow...4 days later no charge at all,neg
Clear and comfortable,pos
Shockingly Disappointed,neg
Good Bluetooth headset,pos
Very uncomfortable; bad button placement,neg
Wow... Wow... Wow... !!! Amazing and Almost Perfect!,pos
"Lousy fit and ergonomics, great sound",neg
The very best out there,pos
OMG,neg
Great Bluetooth,pos
VAS is a joke!,neg
My favorite Bluetooth!,pos
Surprisingly Awful,neg
Sounds great,pos
jawbone II bluetooth headset,neg
Best Blue tooh headset,pos
"Bad product, horrible company",neg
Great Headset,pos
"Good Potential, Poor Design",neg
"Last headset, last headset review - Finally!",pos
I own 2 of the original This second gen is disappointing,neg
Great Headset,pos
Avoid at all costs - very prone to breakage - and may drop your phone too.,neg
The Best,pos
it's a No Go!,neg
Solid bluetooth headset,pos
cheap!  already returned mine,neg
Unbeatable,pos
"Cheap plastic, it broke.",neg
Great,pos
"flimzy, unstable and does not work",neg
Almost everything you could want in a Bluetooth headset,pos
Average case...,neg
GREAT!!!!!,pos
Junk,neg
"1,236 people cant be wrong.  Best all round bluetooth earpiece period",pos
Mine was defective; I suspect it had been returned,neg
Super comfortable and reliable,pos
Was not 'new'; didn't work as advertised.,neg
I wish I bought this sooner!,pos
Average at Best.,neg
Best on the market,pos
junk,neg
Just About Perfect,pos
"Don't Bother, Stick with the Regular Hard Screen Protectors",neg
By far the best Bluetooth possible,pos
"If You Care About Your Device, DO NOT BUY THIS PRODUCT!!",neg
very good quality,pos
Impossible to Apply Properly. Nasty to Look At.,neg
Works every time,pos
Waste of Money,neg
How did I survive without a Bluetooth for so long!,pos
You can find better,neg
Great earpeice,pos
Unnecessary,neg
Perfect if you have two phones,pos
"Not much of a stylus here, folks",neg
Wonderful Headset - A Real Work Horse,pos
VERY disappointed!,neg
The best bluetooth headset I have owned,pos
Horrible,neg
Not much else to add but...,pos
Not for iPhone,neg
I have three different headsets.  This one is my favorite!,pos
Overrated: Crashes often with many features doesn't work and NOT user friendly,neg
Best ever,pos
Only nice when it actually work,neg
good sound quality and long battery life,pos
Buyer beware. Not really unlocked.,neg
Great Headset,pos
Doesn't Work,neg
Still kickin',pos
Stylus,neg
Excellent product worth its cost,pos
Not really worth the dollar it cost,neg
Works great with Treo,pos
Beware! Doesn't Work with Otterbox,neg
Without a doubt the best Bluetooth headset I've used,pos
Did not work,neg
Works perfectly with MotoQ,pos
One side doesn't work,neg
Best Bluetooth headset I've used,pos
Poor Craftsmanship could damage your computer,neg
"Great value, most comfortable headset",pos
bad case,neg
fan,pos
Great except the clips break,neg
Good choice for the money,pos
Loose fitting.,neg
Really Comfortable!,pos
Absolute cheapo broke and became useless in less than 3 weeks,neg
Plantronics Voyager 510,pos
Does NOT Fit phone as it says - PLUS IS DIFFERENT....,neg
Best bluetooth headset,pos
poorly made,neg
Simply the best Bluetooth headset I've ever tried!,pos
Doesn't fit iPhone with Seido Innocase,neg
Only one I ever liked,pos
Does not Fit Blackberry Storm,neg
Awesome,pos
Not what is pictured,neg
Works as expected - Easy to use,pos
May be great for phone but worthless for laptop,neg
I really like it,pos
Get what you pay for...,neg
Great Unlocked Phone,pos
Terrible Case!!,neg
Best phone I have ever owned.,pos
Buy a different cover,neg
Motorola finally getting it right,pos
dont waste your money,neg
Best cellphone,pos
Slides off whenever I attach headphones,neg
I LOVE THIS PHONE,pos
Broke like everyone else's,neg
Works great,pos
I'd rather go naked than use this case...,neg
Good Charger,pos
Color wears away in under a month of use.,neg
good choice to buy here,pos
Don't waste your money,neg
Love it,pos
Not as expected,neg
It works,pos
Not what was shown,neg
Recommended,pos
The ICan't Iphone Strap,neg
Same as the one that came with your phone,pos
Not worth your while,neg
Perfect,pos
Screen protector shield does not fit the iPhone 3G...,neg
GOOD,pos
ANOTHER BRAIN DAMAGE DESIGNER,neg
Works just like my original,pos
The ear peice cam off in the first 30 days and did not use it ofter,neg
phone charger,pos
not as good as they say,neg
"Works great, OEM.",pos
Unhappy with my purchase,neg
Love Them!,pos
Broke Upon Receipt,neg
RAZR V3 CORD,pos
you get what you paid for.... cheap and bad,neg
great item,pos
It Functions,neg
useful,pos
terrible purchase,neg
Replacement/Backup cord,pos
Bad Bluetooth,neg
Very good,pos
May be counterfeit,neg
Works well,pos
my callers complain they can't hear me,neg
Works fine,pos
Waste of Money,neg
Make this excellent device even better,pos
Bad,neg
Come on people..it's you not the phone!!!,pos
Not Happy !!,neg
Great Phone And Organizer,pos
Not so much!,neg
The wire 'they' wish you didn't have,pos
Not for me.,neg
Can't beat the price...,pos
verry poorly made,neg
generic,pos
Waste of $,neg
Good Cable,pos
MADE IN CHINA,neg
data cable,pos
Avoid - It Breaks,neg
Needed USB connector for an old Sony Ericsson W518a.,pos
Not so good LG VX9100 VX battery for ENV2,neg
Great little charger,pos
"right battery, good fit - poor quality",neg
mini USB,pos
Horrible fit,neg
Not much to go wrong with- It's what you get!,pos
Poor quality & poorly trimmed,neg
it came in..,pos
GIve these to someone you don't like,neg
Electricity comes out,pos
Beware,neg
I can't believe it works for this as well!,pos
bootooth,neg
Great compact headset,pos
"Packaging ruined purchase, and then it didn't work!",neg
"Love it, definitely a good buy",pos
"Buy the ""Cliphanger"" instead",neg
Ear piece for cell phone,pos
Horrible quality,neg
Works great!,pos
"Worked for a while, then burned out",neg
"Easy, light, and inexpensive",pos
Total Junk,neg
Best Bluetooth Headset I've Ever Used!!,pos
"Poor product, deceiving and does not work  with the 3G or 3GS",neg
"Comfortable, and works well.",pos
DEFECTUOSO,neg
I miss it.,pos
you suck,neg
I luv the RAZR,pos
A JOKE,neg
Purchased a while back,pos
Did not fit the iPhone,neg
"Great phone, great color, right price, but one caveat",pos
"Is ok, but there are better ones for half the cost",neg
"Look carefully at ""bad reviews""",pos
flaky then fail,neg
Five Stars,pos
"Bought two one worked great, the other didn't work at all.",neg
Not much cost for so much fun!,pos
waste of money dont buy it,neg
Great quality and works as advertised,pos
"Cheap, falls apart",neg
perfect,pos
"Uncomfortable, VERY tiny, and bad performance",neg
Great,pos
Returned in 1 day,neg
High quality 3.5 Retractable Cable that extends to a max of 32 inches! Very impressed!,pos
defectuoso,neg
Excelente,pos
Consistent:  neither the phone nor cord fit,neg
Perfect Cable For AUX inputs in the car,pos
"Reed the fine print,  verify the phone model",neg
lovin it,pos
Wrong product,neg
"Nice thin connectors, works with bigger cases.",pos
You really don't need it.,neg
I'd give it 10 stars if I could!,pos
Will not hold a charge.,neg
"Cheap, quick, quality.",pos
bad,neg
Love this product,pos
Broke after 40 days of use,neg
ok,pos
Great disappointment after the CT12,neg
Great adapter,pos
Annoying Static Diminishes Usability,neg
Great for the car dashboard or MP3 docking station at home,pos
Overall a good Plantronics mobile headset.,neg
Very convenient for mobile use!,pos
Worst phone I have ever owned!!!!!!,neg
A Vital MP3 player Accessory,pos
"Great phone for your teenager, business users beware!",neg
Great Product!,pos
Horrible,neg
Great,pos
another inferior HTC/Qualcomm product,neg
Very good for the price,pos
Couldn't get it to work,neg
Body Glove does it again!,pos
Piece of Junk!,neg
Body Glove Scuba Case for Motorola RAZR V3 - Black / Silver,pos
Thin Rubber,neg
Love this headset!,pos
"BE CAREFUL, NOT THE DEFENDER CASE",neg
Awesome for the Price,pos
Started off Great...then stretched out!,neg
I have 3,pos
Junk,neg
Great Budget Bluetooth,pos
Stretched Out,neg
Gail VanHorn,pos
A poor fit,neg
Best bluetooth headset ever,pos
Why,neg
Great Bluetooth for the Price,pos
Not very good,neg
Good headset,pos
May not be needed,neg
great,pos
You get what you pay for  (and sometimes less),neg
Great headset,pos
lousy sound quality,neg
Great  Earphone I ever have had,pos
Poor Design,neg
Love it!,pos
DO NOT BUY!!!,neg
Great headset in a not so great package.,pos
horrible,neg
"Small, good audio quality",pos
DONT BUY THIS!,neg
The best bluetooth headset I've tried,pos
